%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
132.0, -33210.13250471741, -27007.523418369703, -33760.275990995884, -32144.64719827738, -3868.550523346725, -7256.784410093357, -40153.478402314, -27199.547254985246, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74128269595194E9, 0.0, 2025-03-06 11:38:15.951
133.0, -33205.684507570804, -27000.326156655094, -33760.1195287847, -32134.03011966111, -3862.5379040882476, -7271.603616667226, -40164.27429488591, -27204.37523178759, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741282695951988E9, 0.0, 2025-03-06 11:38:15.951
134.0, -33187.06550443954, -26979.360220356015, -33747.490793167446, -32120.59672124347, -3840.946118944421, -7270.933064333566, -40157.94875120506, -27207.48212426688, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741282695952023E9, 0.0, 2025-03-06 11:38:15.952
135.0, -33189.121864929424, -26974.733409253768, -33751.827031591776, -32117.042793875076, -3808.066702850664, -7266.887398587156, -40156.56294304883, -27208.689118467468, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741282695952078E9, 0.0, 2025-03-06 11:38:15.952
136.0, -33198.39783887838, -26980.611918045513, -33756.00680780492, -32120.01557588763, -3847.0034416918093, -7262.886436329656, -40160.31803611732, -27228.917447199517, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741282695952113E9, 0.0, 2025-03-06 11:38:15.952
137.0, -33207.49499887168, -26977.460322077313, -33755.470365937996, -32110.180808327295, -3862.2473314103286, -7253.7669245918905, -40167.71646353203, -27253.90669750055, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741282695952146E9, 0.0, 2025-03-06 11:38:15.952
138.0, -33201.638841824395, -26975.56042379861, -33757.52672642788, -32113.69003220678, -3846.0199649357755, -7262.729974118469, -40166.218896653525, -27235.645322280565, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741282695952196E9, 0.0, 2025-03-06 11:38:15.952
139.0, -33198.17432143382, -26976.745066254745, -33759.87365959569, -32122.161343355343, -3818.4155605334713, -7267.468543942994, -40164.45310884155, -27234.415976335524, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741282695952231E9, 0.0, 2025-03-06 11:38:15.952
140.0, -33197.61552782244, -26980.634269789967, -33758.57725841728, -32118.629767731403, -3851.0267556937642, -7255.286843214852, -40157.054681426845, -27231.28673211178, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741282695952264E9, 0.0, 2025-03-06 11:38:15.952
141.0, -33201.99646973568, -26979.583737800567, -33762.734682885966, -32116.68516596379, -3867.008252979309, -7258.080811271765, -40158.61930353872, -27212.131287113585, 0.112, 0.93, -0.308, 192.0, 3.0, 128.0, 29.0, 16.0, 246.0, 96.0, 0.0, 0.0, 0.0, 1.741282695952306E9, 0.0, 2025-03-06 11:38:15.952
