%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
13.0, -32506.164313097517, -39983.51573747584, -45130.31782273267, -44028.75680074177, -18120.44747119516, -21775.538834993702, -51941.810779787396, -39032.001976013424, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621475806E9, 0.0, 2025-03-06 10:47:01.475
14.0, -32493.826150158187, -39975.357350749655, -45123.65700288499, -44020.68782099341, -18095.458220894125, -21768.7886081682, -51940.71554430909, -39033.96892952549, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621475835E9, 0.0, 2025-03-06 10:47:01.475
15.0, -32496.57541472619, -39977.436062984, -45124.059334285186, -44018.922033181436, -18083.075354465887, -21761.792512153686, -51932.020715715975, -39016.7580862949, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74127962147587E9, 0.0, 2025-03-06 10:47:01.475
16.0, -32507.348955553647, -39983.605144453664, -45134.00586056779, -44026.253405362775, -18117.921724071708, -21757.612735940547, -51930.6572593042, -39009.51612109139, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621475886E9, 0.0, 2025-03-06 10:47:01.475
17.0, -32502.811551429222, -39980.81117639675, -45132.46359020038, -44017.64798374748, -18123.800232863454, -21752.49418646028, -51934.546462839426, -39010.410190869596, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621475902E9, 0.0, 2025-03-06 10:47:01.475
18.0, -32497.178911826482, -39981.369970008134, -45131.994203566814, -44020.62076576004, -18077.599177074335, -21760.25024178627, -51937.65335531871, -38981.7999579668, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621475917E9, 0.0, 2025-03-06 10:47:01.475
19.0, -32496.77658042629, -39982.10757757516, -45129.33434597663, -44020.173730870934, -18048.00546741551, -21762.35130576507, -51930.61255581529, -39009.18084492455, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621475941E9, 0.0, 2025-03-06 10:47:01.475
20.0, -32491.47921699038, -39976.63140018361, -45120.72892436134, -44012.417675544944, -18096.844029050353, -21748.560279436148, -51920.15193941021, -39009.29260364683, 0.058, 0.922, -0.354, 192.0, 1.0, 208.0, 28.0, 208.0, 244.0, 240.0, 0.0, 0.0, 0.0, 1.741279621475956E9, 0.0, 2025-03-06 10:47:01.475
21.0, -32492.48504549087, -39981.21350779694, -45118.69491561591, -44021.224262860334, -18119.88867758378, -21743.754654378256, -51915.83805273033, -38986.851452213705, 0.058, 0.922, -0.354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621475974E9, 0.0, 2025-03-06 10:47:01.475
22.0, -32490.652202445533, -39978.352484506664, -45117.622031882056, -44015.03282964621, -18092.373680159293, -21752.20361378236, -51920.57662255486, -39006.990373967936, 0.058, 0.922, -0.354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621475989E9, 0.0, 2025-03-06 10:47:01.475
23.0, -32490.853368145632, -39977.39135949509, -45117.80084583769, -44008.081437120614, -18052.744037240034, -21761.904270875966, -51921.85067198881, -38985.55505103529, 0.058, 0.922, -0.354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741279621476004E9, 0.0, 2025-03-06 10:47:01.476
24.0, -32498.58707172717, -39982.86753688664, -45125.42279069695, -44016.753913969274, -18063.428171089672, -21771.98490762531, -51924.197605156616, -38984.92920219054, 0.058, 0.922, -0.354, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74127962147602E9, 0.0, 2025-03-06 10:47:01.476
