%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
42.0, -26938.881211147454, 12101.010930658691, -26435.00583589147, -5903.07335890214, -187500.02235174447, -17734.611658407648, -18969.679650030095, -38256.03881550298, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925457758E9, 0.0, 2025-03-03 12:18:45.457
43.0, -26940.46818500378, 12160.488922654262, -26434.536449257906, -5904.861498458565, -187500.02235174447, -17729.046074038277, -18973.814722754327, -38248.23805668808, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925457811E9, 0.0, 2025-03-03 12:18:45.457
44.0, -26987.742124526754, 12059.839017372014, -26440.52671677193, -5900.748777478788, -187500.02235174447, -17735.617486908137, -18975.647565799663, -38264.19720222917, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925457872E9, 0.0, 2025-03-03 12:18:45.457
45.0, -26995.47582810829, 12022.310438431554, -26443.208926106567, -5902.73808273531, -187500.02235174447, -17740.46781545494, -18975.42404835511, -38253.24484744607, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925457918E9, 0.0, 2025-03-03 12:18:45.457
46.0, -26969.324287095584, 12089.075099119556, -26446.785205219414, -5906.269658359249, -187500.02235174447, -17741.540699188794, -18979.357955379244, -38256.95523702565, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925457963E9, 0.0, 2025-03-03 12:18:45.457
47.0, -26952.985161898752, 12178.996167063257, -26437.129251614722, -5900.122928634039, -187500.02235174447, -17737.76325437585, -18975.89343498867, -38266.566487141434, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925458008E9, 0.0, 2025-03-03 12:18:45.458
48.0, -26988.233862904774, 12079.620311214961, -26432.65890272366, -5894.1326611200175, -187500.02235174447, -17736.75742587536, -18965.52222556141, -38250.562638111434, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925458046E9, 0.0, 2025-03-03 12:18:45.458
49.0, -26996.839284520065, 12028.054836756568, -26436.65986498116, -5897.3066088326705, -187500.02235174447, -17738.99260032089, -18980.363783879733, -38252.864867790326, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925458096E9, 0.0, 2025-03-03 12:18:45.458
50.0, -26966.75383648322, 12057.112104548467, -26433.37415854623, -5891.07047212964, -187500.02235174447, -17732.577649662217, -18978.910920490136, -38253.80364105745, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925458134E9, 0.0, 2025-03-03 12:18:45.458
51.0, -26931.23691454374, 12162.701745355338, -26432.77066144594, -5894.669102986944, -187500.02235174447, -17735.595135163683, -18975.982841966492, -38257.44697540367, 0.092, 0.9440000000000001, -0.296, 192.0, 2.0, 224.0, 29.0, 128.0, 246.0, 192.0, 0.0, 0.0, 0.0, 1.741025925458172E9, 0.0, 2025-03-03 12:18:45.458
52.0, -26976.85682497702, 12100.005102158202, -26433.888248668703, -5895.7196349763435, -187500.02235174447, -17737.338571231197, -18968.495007573965, -38252.1272602233, 0.092, 0.9440000000000001, -0.296, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925458224E9, 0.0, 2025-03-03 12:18:45.458
53.0, -27008.641005592468, 12023.919764032336, -26444.61708600725, -5912.528146806735, -187500.02235174447, -17748.402684736575, -18979.51441759043, -38258.586914370884, 0.092, 0.9440000000000001, -0.296, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741025925458262E9, 0.0, 2025-03-03 12:18:45.458
