%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
133.0, -66614.94870364055, -61925.37390296149, -57556.16665556034, -59131.137625114636, -67297.74979326128, -63711.54650587399, -72398.82020936254, -68208.82924900405, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980415E9, 0.0, 2025-03-04 13:27:14.980
134.0, -66608.51140123743, -61971.194979094864, -57548.50000721217, -59134.155110616106, -67288.02678442321, -63706.83028779391, -72377.31783119653, -68198.86037097697, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980463E9, 0.0, 2025-03-04 13:27:14.980
135.0, -66609.89720939365, -62009.46116560235, -57548.07532406752, -59142.42525606457, -67288.94320594588, -63713.44640415268, -72381.56466264304, -68203.73305126822, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980516E9, 0.0, 2025-03-04 13:27:14.980
136.0, -66613.54054373986, -61960.868473156515, -57548.835283379, -59138.84897695172, -67292.11715365853, -63723.23646822411, -72393.41108720435, -68223.46964162227, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980551E9, 0.0, 2025-03-04 13:27:14.980
137.0, -66607.25970354793, -61917.103757513025, -57541.43685596429, -59127.717808212976, -67283.57878727661, -63716.50859314306, -72389.52188366913, -68210.30446413808, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980595E9, 0.0, 2025-03-04 13:27:14.980
138.0, -66592.6193109297, -61948.66442068391, -57530.976239559204, -59125.43793027854, -67271.64295573746, -63706.293845926986, -72380.73764809819, -68191.28312960663, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980629E9, 0.0, 2025-03-04 13:27:14.980
139.0, -66592.46284871851, -61989.90338920396, -57529.523376169614, -59125.77320644537, -67272.87230168251, -63707.970226761136, -72382.10110450997, -68198.56979829905, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980675E9, 0.0, 2025-03-04 13:27:14.980
140.0, -66598.47546797698, -61954.989964364766, -57533.077303538004, -59121.012284876386, -67281.70124074236, -63713.759328575055, -72392.56172091505, -68201.31906286706, 0.07200000000000001, 0.962, -0.17200000000000001, 192.0, 2.0, 64.0, 30.0, 16.0, 250.0, 160.0, 0.0, 0.0, 0.0, 1.741116434980708E9, 0.0, 2025-03-04 13:27:14.980
141.0, -66598.00608134342, -61899.66939683788, -57531.91501282633, -59108.94234287052, -67279.84604595257, -63709.624255850824, -72367.75128456966, -68186.00811791517, 0.07200000000000001, 0.962, -0.17200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980747E9, 0.0, 2025-03-04 13:27:14.980
142.0, -66595.03329933087, -61930.40304546393, -57532.2279372487, -59111.71395918298, -67277.96849941832, -63706.87499128282, -72368.95827877025, -68194.21120813028, 0.07200000000000001, 0.962, -0.17200000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741116434980793E9, 0.0, 2025-03-04 13:27:14.980
