%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
88.0, 6261.90826438764, 29295.537387792756, -9674.170276423727, -18756.488711415375, -187500.02235174447, 28294.78273329529, -187500.02235174447, 2047.1515711726634, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74128951922979E9, 0.0, 2025-03-06 13:31:59.229
89.0, 6269.2172848245245, 29335.926990023494, -9672.426840356213, -18730.80655703623, -187500.02235174447, 28305.60097761166, -187500.02235174447, 2055.8240480213226, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229822E9, 0.0, 2025-03-06 13:31:59.229
90.0, 6267.965587135028, 29316.74919328084, -9674.326738634914, -18729.46545236891, -187500.02235174447, 28300.75064906486, -187500.02235174447, 2057.8804085112106, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229838E9, 0.0, 2025-03-06 13:31:59.229
91.0, 6260.276587042402, 29285.36734406559, -9681.971035238628, -18746.050446754747, -187500.02235174447, 28296.816742040726, -187500.02235174447, 2045.9892804609872, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 4.0, 128.0, 29.0, 48.0, 247.0, 48.0, 0.0, 0.0, 0.0, 1.741289519229853E9, 0.0, 2025-03-06 13:31:59.229
92.0, 6265.439840011578, 29294.620966270086, -9676.986596225095, -18760.824949839705, -187500.02235174447, 28294.93919550648, -187500.02235174447, 2035.7521815004566, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74128951922987E9, 0.0, 2025-03-06 13:31:59.229
93.0, 6263.227017310503, 29338.13981272457, -9676.67367180272, -18740.61897285211, -187500.02235174447, 28301.644718843072, -187500.02235174447, 2047.6209578062246, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229886E9, 0.0, 2025-03-06 13:31:59.229
94.0, 6256.8344183962845, 29325.108745707126, -9683.982692239606, -18707.22546663588, -187500.02235174447, 28296.056782729243, -187500.02235174447, 2048.000937461965, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229921E9, 0.0, 2025-03-06 13:31:59.229
95.0, 6262.556464976843, 29274.59380323813, -9675.310215390948, -18744.977563020893, -187500.02235174447, 28293.419276883516, -187500.02235174447, 2031.2371291204847, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229937E9, 0.0, 2025-03-06 13:31:59.229
96.0, 6254.733354417486, 29289.83769295665, -9686.039052729495, -18727.342036645656, -187500.02235174447, 28290.670012315517, -187500.02235174447, 2050.6831467966017, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229952E9, 0.0, 2025-03-06 13:31:59.229
97.0, 6267.742069690475, 29332.976559755392, -9682.753346294565, -18687.287710581746, -187500.02235174447, 28296.950852507456, -187500.02235174447, 2061.680205068613, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229968E9, 0.0, 2025-03-06 13:31:59.229
98.0, 6265.57395047831, 29339.123289480605, -9678.998253226073, -18653.246003776312, -187500.02235174447, 28299.94598626447, -187500.02235174447, 2065.3682429037385, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229983E9, 0.0, 2025-03-06 13:31:59.229
99.0, 6262.221188810014, 29288.518940033788, -9679.132363692805, -18676.02243137627, -187500.02235174447, 28293.240462927875, -187500.02235174447, 2055.779344532412, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519229999E9, 0.0, 2025-03-06 13:31:59.229
100.0, 6258.510799230433, 29286.55198652172, -9680.473468360124, -18696.586036275155, -187500.02235174447, 28293.9780704949, -187500.02235174447, 2049.8114287628446, 0.14400000000000002, 0.934, -0.28200000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519230022E9, 0.0, 2025-03-06 13:31:59.230
101.0, 6265.551598733855, 29326.60631258563, -9672.829171756408, -18687.868855937584, -187500.02235174447, 28300.996518253865, -187500.02235174447, 2053.9241497426215, 0.146, 0.936, -0.276, 192.0, 4.0, 144.0, 29.0, 64.0, 247.0, 96.0, 0.0, 0.0, 0.0, 1.741289519230038E9, 0.0, 2025-03-06 13:31:59.230
102.0, 6260.14247657567, 29352.064949520227, -9686.396680640779, -18645.512300194776, -187500.02235174447, 28299.11897171962, -187500.02235174447, 2059.355623645261, 0.146, 0.936, -0.276, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519230055E9, 0.0, 2025-03-06 13:31:59.230
103.0, 6266.4009650231565, 29303.472257074387, -9684.899113762274, -18650.496739208313, -187500.02235174447, 28289.21714892592, -187500.02235174447, 2038.16616990163, 0.146, 0.936, -0.276, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519230071E9, 0.0, 2025-03-06 13:31:59.230
104.0, 6267.786773179385, 29292.27403310228, -9679.087660203893, -18670.680364451455, -187500.02235174447, 28306.13741947859, -187500.02235174447, 2044.4917135824817, 0.146, 0.936, -0.276, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519230094E9, 0.0, 2025-03-06 13:31:59.230
105.0, 6262.869389399218, 29326.338091652167, -9681.456945116157, -18647.613364173576, -187500.02235174447, 28311.144210236576, -187500.02235174447, 2055.64523406568, 0.146, 0.936, -0.276, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74128951923011E9, 0.0, 2025-03-06 13:31:59.230
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.146, 0.936, -0.276, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519343068E9, 0.0, 2025-03-06 13:31:59.343
1.0, 5865.097745072573, 29099.691402875353, -10474.586245368273, -17492.98930084578, -187500.02235174447, 27987.82622669056, -187500.02235174447, 894.6062200792098, 0.166, 0.932, -0.252, 192.0, 5.0, 48.0, 29.0, 32.0, 248.0, 32.0, 0.0, 0.0, 0.0, 1.741289519408002E9, 0.0, 2025-03-06 13:31:59.408
2.0, 5855.173570534417, 29129.32981602309, -10481.828210571792, -17463.55205339814, -187500.02235174447, 27985.00990688919, -187500.02235174447, 895.5673450907881, 0.166, 0.932, -0.252, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519408033E9, 0.0, 2025-03-06 13:31:59.408
3.0, 5860.806210137154, 29151.458043033846, -10475.860294802225, -17439.88155601997, -187500.02235174447, 27976.806816674092, -187500.02235174447, 893.0415979673384, 0.166, 0.932, -0.252, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741289519408049E9, 0.0, 2025-03-06 13:31:59.408
