%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.16, 0.968, 0.11800000000000001, 192.0, 251.0, 0.0, 30.0, 64.0, 3.0, 176.0, 0.0, 0.0, 0.0, 1.74147672645599E9, 0.0, 2025-03-08 17:32:06.455
1.0, 187500.0, 19123.10202397132, 38317.01437437706, -187500.02235174447, -187500.02235174447, 9581.902275312219, -17394.283997331142, 5892.590390752601, -0.16, 0.968, 0.11800000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515807E9, 0.0, 2025-03-08 17:32:06.515
2.0, 187500.0, 19126.298323428433, 38315.717973198654, -187500.02235174447, -187500.02235174447, 9600.744795888042, -17393.47933453075, 5897.641884999501, -0.16, 0.968, 0.11800000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74147672651582E9, 0.0, 2025-03-08 17:32:06.515
3.0, 187500.0, 19134.389654921255, 38334.56049377447, -187500.02235174447, -187500.02235174447, 9612.770034404997, -17376.849636656003, 5911.365856095059, -0.16, 0.968, 0.11800000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515828E9, 0.0, 2025-03-08 17:32:06.515
4.0, 187500.0, 19139.35174219033, 38343.121211900856, -187500.02235174447, -187500.02235174447, 9604.455185467623, -17373.496874987708, 5909.5106613052685, -0.16, 0.968, 0.11800000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515836E9, 0.0, 2025-03-08 17:32:06.515
5.0, 187500.0, 19117.02234947948, 38324.9939471476, -187500.02235174447, -187500.02235174447, 9589.971255060585, -17398.15084912191, 5891.3163413186485, -0.16, 0.968, 0.11800000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515844E9, 0.0, 2025-03-08 17:32:06.515
6.0, 187500.0, 19104.326558628865, 38314.041592364505, -187500.02235174447, -187500.02235174447, 9600.834202865864, -17418.803860998614, 5880.609855724556, -0.16, 0.968, 0.11800000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515851E9, 0.0, 2025-03-08 17:32:06.515
7.0, 187500.0, 19108.34987263082, 38322.088220368416, -187500.02235174447, -187500.02235174447, 9615.228726295081, -17415.92048596388, 5902.201640868383, -0.16, 0.968, 0.11800000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515859E9, 0.0, 2025-03-08 17:32:06.515
8.0, 187500.0, 19123.25848618251, 38329.21842684966, -187500.02235174447, -187500.02235174447, 9598.822545864887, -17397.39088981043, 5909.644771772, -0.15, 0.974, 0.088, 192.0, 251.0, 80.0, 30.0, 112.0, 2.0, 192.0, 0.0, 0.0, 0.0, 1.741476726515866E9, 0.0, 2025-03-08 17:32:06.515
9.0, 187500.0, 19135.797814821937, 38341.82481072245, -187500.02235174447, -187500.02235174447, 9610.199583792637, -17350.787502621115, 5911.164690394961, -0.15, 0.974, 0.088, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515874E9, 0.0, 2025-03-08 17:32:06.515
10.0, 187500.0, 19120.844497781338, 38328.90550242728, -187500.02235174447, -187500.02235174447, 9616.212203051115, -17363.550348705096, 5905.599106025589, -0.15, 0.974, 0.088, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515882E9, 0.0, 2025-03-08 17:32:06.515
11.0, 187500.0, 19128.68996008515, 38339.92491244375, -187500.02235174447, -187500.02235174447, 9623.521223488, -17355.68253465683, 5932.197681927405, -0.15, 0.974, 0.088, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515889E9, 0.0, 2025-03-08 17:32:06.515
12.0, 187500.0, 19145.900803315737, 38357.046348696516, -187500.02235174447, -187500.02235174447, 9627.924517145697, -17342.562060661563, 5947.687440834933, -0.15, 0.974, 0.088, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515896E9, 0.0, 2025-03-08 17:32:06.515
13.0, 187500.0, 19148.761826606016, 38352.82186899446, -187500.02235174447, -187500.02235174447, 9630.00322938004, -17352.53093868863, 5934.946946495408, -0.15, 0.974, 0.088, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741476726515904E9, 0.0, 2025-03-08 17:32:06.515
