%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
73.0, -39263.878972992774, -39463.1671265563, -45885.44915741076, -43818.91862379535, -16782.069716700284, -21887.632833437066, -50121.641173558375, -39220.561292238395, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921665E9, 0.0, 2025-03-06 11:04:55.921
74.0, -39263.119013681295, -39445.39748971433, -45887.863145811934, -43801.506614864666, -16790.093992959737, -21873.215958263394, -50106.08435941749, -39205.11623681978, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921697E9, 0.0, 2025-03-06 11:04:55.921
75.0, -39255.18414439966, -39443.72110888018, -45877.89426778487, -43799.539661352595, -16762.377829835157, -21884.4141822355, -50115.78501651109, -39195.9520215931, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921717E9, 0.0, 2025-03-06 11:04:55.921
76.0, -39249.03741467445, -39450.31487349449, -45873.73684331618, -43808.48035913472, -16756.789893721332, -21899.61336846511, -50116.23205140019, -39159.116346730756, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921755E9, 0.0, 2025-03-06 11:04:55.921
77.0, -39245.84111521734, -39451.99125432864, -45873.24510493816, -43801.52896660912, -16781.488571344446, -21894.919502129498, -50117.57315606751, -39220.58364398285, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921774E9, 0.0, 2025-03-06 11:04:55.921
78.0, -39252.74780425403, -39453.198248529225, -45873.960360760735, -43789.99546647018, -16802.07452798778, -21881.262586267305, -50124.59160382648, -39258.581609556866, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921792E9, 0.0, 2025-03-06 11:04:55.921
79.0, -39252.703100765124, -39450.31487349449, -45876.64257009537, -43798.62323982993, -16789.289330159347, -21883.81068513521, -50124.099865448465, -39246.44461231764, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921811E9, 0.0, 2025-03-06 11:04:55.921
80.0, -39247.29397860694, -39445.5092484366, -45874.876782283405, -43798.93616425231, -16752.006620407894, -21885.24119678035, -50126.22328117172, -39235.00051915652, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921829E9, 0.0, 2025-03-06 11:04:55.921
81.0, -39267.90228699473, -39462.51892596709, -45897.78732035009, -43811.564899869554, -16767.831655482252, -21892.19258930595, -50137.64502258838, -39249.90913270821, 0.078, 0.972, -0.036000000000000004, 192.0, 2.0, 112.0, 30.0, 96.0, 254.0, 224.0, 0.0, 0.0, 0.0, 1.741280695921855E9, 0.0, 2025-03-06 11:04:55.921
82.0, -39272.43969111916, -39456.215734030695, -45889.87480281291, -43801.61837358694, -16800.956940765016, -21891.767906161298, -50131.654755074356, -39233.8605801893, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921877E9, 0.0, 2025-03-06 11:04:55.921
83.0, -39249.39504258574, -39442.42470770177, -45873.80389854955, -43790.55426008156, -16782.896731245128, -21885.151789802527, -50128.10082770596, -39227.959719653096, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921896E9, 0.0, 2025-03-06 11:04:55.921
84.0, -39250.24440887504, -39440.547161167524, -45881.00116026415, -43794.175242683326, -16750.106722129192, -21887.185798547962, -50130.44776087377, -39231.13366736575, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921915E9, 0.0, 2025-03-06 11:04:55.921
85.0, -39274.58545858687, -39457.9144666093, -45893.76400634814, -43812.1907487143, -16739.422588279558, -21900.440383009958, -50147.12216223743, -39242.53305703796, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921934E9, 0.0, 2025-03-06 11:04:55.921
86.0, -39274.00431323103, -39464.77645215708, -45891.66294236934, -43822.56195814157, -16799.437022142058, -21902.161467333015, -50154.095906507486, -39238.018004657984, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921953E9, 0.0, 2025-03-06 11:04:55.921
87.0, -39264.12484218179, -39460.64137943285, -45888.84662256797, -43834.90012108089, -16822.168746253104, -21908.10703135813, -50149.0891157495, -39214.9063008912, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921972E9, 0.0, 2025-03-06 11:04:55.921
88.0, -39253.84303973235, -39457.28861776455, -45896.9826575497, -43842.27619675115, -16775.6100625527, -21909.71635695891, -50154.63234837441, -39243.49418204954, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695921997E9, 0.0, 2025-03-06 11:04:55.921
89.0, -39261.57674331388, -39456.841582875444, -45897.98848605019, -43815.275289449135, -16759.092123400227, -21908.822287180697, -50150.251406461175, -39254.602999043826, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695922024E9, 0.0, 2025-03-06 11:04:55.922
90.0, -39262.53786832546, -39448.57143742698, -45892.24408772518, -43804.94878351078, -16797.023033740883, -21900.28392079877, -50136.326269665515, -39237.749783724525, 0.078, 0.972, -0.036000000000000004, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280695922043E9, 0.0, 2025-03-06 11:04:55.922
0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.068, 0.9540000000000001, -0.196, 192.0, 2.0, 32.0, 29.0, 208.0, 249.0, 224.0, 0.0, 0.0, 0.0, 1.741280696024348E9, 0.0, 2025-03-06 11:04:56.024
1.0, -37153.20374407813, -35110.32135609643, -42193.857394916704, -40233.609406186275, -12327.210584546398, -17723.145213502077, -47243.11646737057, -35109.09201015139, 0.068, 0.9540000000000001, -0.196, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085432E9, 0.0, 2025-03-06 11:04:56.085
2.0, -37147.57110447539, -35102.72176298163, -42188.22475531397, -40230.25664451798, -12303.517735423773, -17725.84977458117, -47236.12037135606, -35114.23291137611, 0.068, 0.9540000000000001, -0.196, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085465E9, 0.0, 2025-03-06 11:04:56.085
3.0, -37146.16294457471, -35103.034687404004, -42183.64264770063, -40226.56860668285, -12297.90744756549, -17718.384291933096, -47233.01347887677, -35135.22119941964, 0.068, 0.9540000000000001, -0.196, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085484E9, 0.0, 2025-03-06 11:04:56.085
4.0, -37156.24358132405, -35115.37285034333, -42192.046903615825, -40228.60261542829, -12321.890869366034, -17718.8313268222, -47238.377897546045, -35101.96180367015, 0.068, 0.9540000000000001, -0.196, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74128069608551E9, 0.0, 2025-03-06 11:04:56.085
5.0, -37151.28149405497, -35112.06479216395, -42189.29763904782, -40229.697850906596, -12339.861671908102, -17720.26183846734, -47232.83466492113, -35084.23687031709, 0.068, 0.9540000000000001, -0.196, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085529E9, 0.0, 2025-03-06 11:04:56.085
6.0, -37146.006482363526, -35107.34857408387, -42183.19561281152, -40228.62496717274, -12297.169839998465, -17714.472736653417, -47232.231167820835, -35107.12505663932, 0.068, 0.9540000000000001, -0.196, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085578E9, 0.0, 2025-03-06 11:04:56.085
7.0, -37152.555543488925, -35108.354402584366, -42186.12369133517, -40220.891263591206, -12271.152409452488, -17709.711815084436, -47237.036792878724, -35124.13473416981, 0.068, 0.9540000000000001, -0.196, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085598E9, 0.0, 2025-03-06 11:04:56.085
8.0, -37147.21347656411, -35100.21836760263, -42173.785528395834, -40209.73774310801, -12326.718846168382, -17699.56412310173, -47230.80065617569, -35100.173664113725, 0.074, 0.9380000000000001, -0.28, 192.0, 2.0, 80.0, 29.0, 80.0, 247.0, 64.0, 0.0, 0.0, 0.0, 1.741280696085617E9, 0.0, 2025-03-06 11:04:56.085
9.0, -37139.278607282475, -35093.579899499404, -42172.198554539515, -40209.73774310801, -12338.833491663157, -17706.850791794157, -47229.995993375305, -35090.875338420316, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085638E9, 0.0, 2025-03-06 11:04:56.085
10.0, -37131.388441489755, -35082.04639936047, -42172.17620279505, -40209.693039619095, -12316.347636741119, -17697.910094012033, -47229.05722010818, -35101.69358273668, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085657E9, 0.0, 2025-03-06 11:04:56.085
11.0, -37131.70136591213, -35079.811224914934, -42175.5066127189, -40209.96126055256, -12293.48180216334, -17693.50680035434, -47234.48869401082, -35098.51963502403, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085676E9, 0.0, 2025-03-06 11:04:56.085
12.0, -37130.963758345104, -35082.71695169413, -42178.457042987, -40212.33054546482, -12319.521584453772, -17701.620483591614, -47236.835627178625, -35093.15521635475, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085695E9, 0.0, 2025-03-06 11:04:56.085
13.0, -37127.29807225443, -35081.37584702681, -42181.429824999555, -40215.30332747738, -12345.360201044108, -17706.962550516433, -47238.98139464634, -35090.54006225349, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085731E9, 0.0, 2025-03-06 11:04:56.085
14.0, -37110.46720867958, -35062.44391947317, -42172.01974058387, -40202.67459186013, -12327.143529313033, -17703.45332663695, -47232.94642364341, -35081.08527434889, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085751E9, 0.0, 2025-03-06 11:04:56.085
15.0, -37105.54982489942, -35057.01244557052, -42173.07027257327, -40204.239213972, -12291.917180051469, -17705.9790737604, -47234.958080644385, -35078.31365803643, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696085776E9, 0.0, 2025-03-06 11:04:56.085
16.0, -37112.434162191654, -35065.39434974126, -42177.093586575225, -40213.269318731946, -12327.702322924415, -17710.315312184728, -47236.075667867146, -35067.92009686471, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145307E9, 0.0, 2025-03-06 11:04:56.145
17.0, -37113.842322092336, -35073.19510855617, -42179.90990637659, -40223.30525199238, -12353.339773814652, -17718.764271588836, -47239.361374302076, -35079.58770747038, 0.074, 0.9380000000000001, -0.28, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145341E9, 0.0, 2025-03-06 11:04:56.145
18.0, -37110.44485693513, -35072.59161145587, -42175.39485399662, -40219.66191764616, -12343.952041143422, -17713.1316319861, -47242.02123189226, -35097.580861756906, 0.076, 0.926, -0.314, 192.0, 2.0, 96.0, 28.0, 240.0, 246.0, 48.0, 0.0, 0.0, 0.0, 1.741280696145361E9, 0.0, 2025-03-06 11:04:56.145
19.0, -37110.28839472394, -35072.50220447805, -42178.63585694264, -40219.3936967127, -12317.86755536408, -17718.02666402181, -47240.903644669495, -35085.24269881758, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145382E9, 0.0, 2025-03-06 11:04:56.145
20.0, -37122.87242685228, -35087.14259709628, -42186.77189192437, -40226.92623459414, -12342.67799170947, -17725.872126325623, -47241.5518452587, -35073.44097774517, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145401E9, 0.0, 2025-03-06 11:04:56.145
21.0, -37128.4156594772, -35093.3340303104, -42189.387046025644, -40227.663842161164, -12370.617672278604, -17735.572783419226, -47250.29137734072, -35109.31552759594, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145444E9, 0.0, 2025-03-06 11:04:56.145
22.0, -37124.99584257553, -35087.52257675202, -42181.09454883272, -40218.58903391231, -12350.098770868633, -17729.11312927164, -47244.189351104425, -35107.34857408387, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145464E9, 0.0, 2025-03-06 11:04:56.145
23.0, -37122.60420591882, -35089.690695964186, -42175.886592374634, -40223.57347292584, -12314.403034973508, -17729.18018450501, -47237.41677253447, -35078.44776850317, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145483E9, 0.0, 2025-03-06 11:04:56.145
24.0, -37131.455496723116, -35096.463274534144, -42174.701949918504, -40227.21680727206, -12316.414691974485, -17729.224887993918, -47241.7530109588, -35089.198957586166, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145506E9, 0.0, 2025-03-06 11:04:56.145
25.0, -37140.15032531623, -35097.06677163443, -42175.886592374634, -40227.462676461066, -12348.48944526785, -17724.151042002566, -47232.34292654311, -35102.20767285916, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145526E9, 0.0, 2025-03-06 11:04:56.145
26.0, -37140.329139271875, -35093.535196010496, -42170.32100800527, -40216.979708311526, -12335.123102083577, -17717.065539010233, -47239.495484768806, -35126.70518478217, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145545E9, 0.0, 2025-03-06 11:04:56.145
27.0, -37132.707194412615, -35087.96961164112, -42159.72628113345, -40214.945699566095, -12305.395281958019, -17711.365844174128, -47235.91920565596, -35119.66438527875, 0.076, 0.926, -0.314, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145564E9, 0.0, 2025-03-06 11:04:56.145
28.0, -37137.44576423714, -35092.10468436535, -42159.56981892226, -40215.30332747738, -12300.656712133494, -17707.342530172173, -47226.5985282181, -35121.988966702105, 0.07200000000000001, 0.926, -0.334, 192.0, 2.0, 64.0, 28.0, 240.0, 245.0, 144.0, 0.0, 0.0, 0.0, 1.741280696145595E9, 0.0, 2025-03-06 11:04:56.145
29.0, -37146.54292423045, -35094.228100088614, -42160.1509642781, -40208.307231462866, -12324.0589885782, -17700.257027179843, -47227.93963288541, -35125.63230104832, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145615E9, 0.0, 2025-03-06 11:04:56.145
30.0, -37139.85975263832, -35083.678076705706, -42152.73018511894, -40200.79704532588, -12335.860709650602, -17696.680748066992, -47217.65783043597, -35106.119228138836, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696145641E9, 0.0, 2025-03-06 11:04:56.145
31.0, -37135.21058979161, -35078.5818789699, -42154.31715897527, -40202.94281279359, -12312.503136694806, -17700.9275795135, -47221.77055141575, -35102.16296937024, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696205524E9, 0.0, 2025-03-06 11:04:56.205
32.0, -37142.7654794175, -35083.722780194614, -42162.22967651244, -40209.64833613019, -12293.392395185518, -17698.759460301335, -47220.54120547071, -35082.31462029393, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696205558E9, 0.0, 2025-03-06 11:04:56.205
33.0, -37150.9685696326, -35091.83646343189, -42171.59505743922, -40219.17017926815, -12327.836433391147, -17703.632140592592, -47219.378914759036, -35089.42247503072, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696205578E9, 0.0, 2025-03-06 11:04:56.205
34.0, -37145.850020152335, -35081.75582668255, -42160.44153695602, -40209.134246007714, -12338.878195152069, -17689.21526541892, -47215.802635646185, -35102.408838559255, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696205598E9, 0.0, 2025-03-06 11:04:56.205
35.0, -37136.37288050329, -35063.00271308455, -42146.69521411601, -40187.81068179735, -12307.406938958997, -17673.345526855654, -47206.34784774159, -35073.57508821191, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696205617E9, 0.0, 2025-03-06 11:04:56.205
36.0, -37132.55073220143, -35059.98522758308, -42146.874028071645, -40187.14012946369, -12290.307854450686, -17674.172541400498, -47202.45864420637, -35065.23788753008, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696205661E9, 0.0, 2025-03-06 11:04:56.205
37.0, -37139.8150491494, -35065.30494276345, -42154.16069676408, -40197.24311795749, -12326.517680468283, -17683.11323918262, -47213.075722822636, -35071.921059122215, 0.07200000000000001, 0.926, -0.334, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74128069620568E9, 0.0, 2025-03-06 11:04:56.205
38.0, -37127.07455480988, -35050.821012356406, -42144.25887397038, -40186.17900445211, -12347.483616767362, -17668.651660520038, -47196.155452269966, -35050.44103270066, 0.074, 0.926, -0.34600000000000003, 192.0, 2.0, 80.0, 28.0, 240.0, 245.0, 48.0, 0.0, 0.0, 0.0, 1.741280696205699E9, 0.0, 2025-03-06 11:04:56.205
39.0, -37121.55367392942, -35047.64706464375, -42144.25887397038, -40194.29268768939, -12315.632380918549, -17678.262910635818, -47201.76574012825, -35074.24564054557, 0.074, 0.926, -0.34600000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74128069620572E9, 0.0, 2025-03-06 11:04:56.205
40.0, -37123.475923952574, -35048.2729134885, -42152.417260696566, -40208.2401762295, -12296.991026042822, -17693.35033814315, -47210.281754765725, -35090.47300702012, 0.074, 0.926, -0.34600000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696205739E9, 0.0, 2025-03-06 11:04:56.205
41.0, -37127.99097633255, -35051.98330306808, -42156.172353765054, -40213.78340885442, -12331.211546803897, -17688.991747974367, -47213.276888522734, -35087.94725989667, 0.074, 0.926, -0.34600000000000003, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741280696205758E9, 0.0, 2025-03-06 11:04:56.205
