%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
86.0, -17076.75511559905, 2567.969568725773, -26534.515802206493, -14353.46327465335, -187500.02235174447, -18262.42575197527, -18704.99029219035, -36943.90200899864, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078665E9, 0.0, 2025-03-03 12:27:46.078
87.0, -17027.35776035282, 2656.5271802577, -26534.44874697313, -14340.923946013922, -187500.02235174447, -18256.23431876115, -18704.342091601146, -36925.23830237846, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078729E9, 0.0, 2025-03-03 12:27:46.078
88.0, -17004.491925775044, 2707.377398893523, -26525.038662557443, -14332.989076732289, -187500.02235174447, -18255.18378677175, -18703.135097400558, -36916.63288076316, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078753E9, 0.0, 2025-03-03 12:27:46.078
89.0, -17074.989327787083, 2601.0501505196276, -26514.063956029888, -14324.78598651719, -187500.02235174447, -18251.65221114781, -18686.55010301472, -36912.8107324613, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078776E9, 0.0, 2025-03-03 12:27:46.078
90.0, -17113.90371488377, 2562.0910599340273, -26527.05031955842, -14340.923946013922, -187500.02235174447, -18258.7600658846, -18695.446097307933, -36923.1148866552, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078799E9, 0.0, 2025-03-03 12:27:46.078
91.0, -17041.19349017066, 2634.5330637136776, -26512.655796129206, -14336.990038989788, -187500.02235174447, -18249.171167513272, -18694.12734438507, -36921.4161540766, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078822E9, 0.0, 2025-03-03 12:27:46.078
92.0, -16984.621224954277, 2720.2073002108696, -26517.0590897869, -14336.543004100682, -187500.02235174447, -18251.786321614545, -18700.341129343644, -36933.24022689345, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078856E9, 0.0, 2025-03-03 12:27:46.078
93.0, -17085.114668025337, 2620.362057729013, -26536.795680140935, -14343.896728026479, -187500.02235174447, -18250.400513458313, -18710.913504471006, -36927.942863457545, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078874E9, 0.0, 2025-03-03 12:27:46.078
94.0, -17111.19915380468, 2555.720812764265, -26528.212610270097, -14343.762617559745, -187500.02235174447, -18245.013743044587, -18700.94462644394, -36916.610529018704, 0.018000000000000002, 0.972, -0.154, 192.0, 0.0, 144.0, 30.0, 96.0, 251.0, 48.0, 0.0, 0.0, 0.0, 1.741026466078902E9, 0.0, 2025-03-03 12:27:46.078
95.0, -17039.31594363641, 2598.010313273706, -26521.708252633605, -14339.761655302245, -187500.02235174447, -18250.244051247126, -18694.37321357408, -36920.946767443034, 0.018000000000000002, 0.972, -0.154, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741026466078921E9, 0.0, 2025-03-03 12:27:46.078
