%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Not Used, Digital Channel 0 (D11), Digital Channel 1 (D12), Digital Channel 2 (D13), Digital Channel 3 (D17), Not Used, Digital Channel 4 (D18), Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Marker Channel, Timestamp (Formatted)
56.0, -16623.774662467797, 2462.6928523412766, -43646.8995984673, -4462.101097357404, -187500.02235174447, -32353.613657190046, -64550.720399704034, -72824.26331332485, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741022982098807E9, 0.0, 2025-03-03 11:29:42.098
57.0, -16658.173997184516, 2430.0593054365286, -43626.514807524065, -4472.002920151105, -187500.02235174447, -32344.002407074262, -64558.81173119685, -72817.71425219945, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741022982098865E9, 0.0, 2025-03-03 11:29:42.098
58.0, -16554.193681978428, 2549.3058621055916, -43610.46625500516, -4427.9029283407845, -187500.02235174447, -32352.83134613411, -64521.43961446758, -72835.75210997488, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741022982098897E9, 0.0, 2025-03-03 11:29:42.098
59.0, -16501.309454597173, 2597.585630129055, -43626.67126973525, -4404.67946585172, -187500.02235174447, -32353.12191881203, -64484.91686402761, -72834.43335705201, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741022982098917E9, 0.0, 2025-03-03 11:29:42.098
60.0, -16606.09443260365, 2477.6685211263325, -43641.71399375367, -4449.226492551147, -187500.02235174447, -32338.883857594, -64505.905152071144, -72826.54319125929, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741022982098936E9, 0.0, 2025-03-03 11:29:42.098
61.0, -16641.231374887393, 2443.6268143209, -43618.334069053424, -4450.299376285002, -187500.02235174447, -32337.140421526485, -64497.00915777793, -72828.73366221592, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741022982098955E9, 0.0, 2025-03-03 11:29:42.098
62.0, -16550.95267903241, 2547.0036324266953, -43604.58774621341, -4414.357771200868, -187500.02235174447, -32355.178279301916, -64452.842110734244, -72844.98338043492, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741022982098973E9, 0.0, 2025-03-03 11:29:42.098
63.0, -16495.20742836087, 2609.1414820124487, -43616.9929643861, -4400.9020210387735, -187500.02235174447, -32353.188974045395, -64426.489404021435, -72840.73654898841, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.741022982099E9, 0.0, 2025-03-03 11:29:42.099
64.0, -16595.209133053915, 2494.2311637677153, -43626.53715926852, -4442.766838403563, -187500.02235174447, -32346.818726875634, -64442.82852921826, -72838.07669139824, 0.07200000000000001, 0.918, -0.37, 192.0, 2.0, 64.0, 28.0, 176.0, 244.0, 112.0, 0.0, 0.0, 0.0, 1.741022982099018E9, 0.0, 2025-03-03 11:29:42.099
65.0, -16666.86882577763, 2424.0243344335954, -43613.03670561752, -4469.276007327558, -187500.02235174447, -32342.102508795564, -64454.78671250185, -72830.90178142808, 0.07200000000000001, 0.918, -0.37, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.74102298209905E9, 0.0, 2025-03-03 11:29:42.099
